,open,high,low,close,volume
2017-11-14 07:00:00,3.463e-05,0.00015,3.463e-05,5.372e-05,5073734.0
2017-11-15 07:00:00,5.377e-05,5.943e-05,3.839e-05,4.441e-05,2206339.0
2017-11-16 07:00:00,4.441e-05,5.922e-05,3.838e-05,4.04e-05,2380143.0
2017-11-17 07:00:00,4.1e-05,4.333e-05,1.986e-05,2.8e-05,2068915.0
2017-11-18 07:00:00,2.899e-05,3.117e-05,2.538e-05,2.957e-05,599224.0
2017-11-19 07:00:00,2.974e-05,3.396e-05,2.521e-05,2.9e-05,956629.0
2017-11-20 07:00:00,2.908e-05,2.961e-05,2.401e-05,2.694e-05,812078.0
2017-11-21 07:00:00,2.674e-05,3.104e-05,2.025e-05,2.866e-05,1920698.0
2017-11-22 07:00:00,2.859e-05,2.982e-05,2.454e-05,2.817e-05,2023569.0
2017-11-23 07:00:00,2.832e-05,2.97e-05,2.505e-05,2.908e-05,1690163.0
2017-11-24 07:00:00,2.807e-05,2.975e-05,2.503e-05,2.898e-05,654515.0
2017-11-25 07:00:00,2.901e-05,2.915e-05,2.65e-05,2.915e-05,571932.0
2017-11-26 07:00:00,2.901e-05,4.9e-05,2.771e-05,3.87e-05,5261511.0
2017-11-27 07:00:00,3.871e-05,4.89e-05,3.68e-05,3.982e-05,3809622.0
2017-11-28 07:00:00,3.982e-05,4.214e-05,3.001e-05,3.034e-05,2586651.0
2017-11-29 07:00:00,3.034e-05,3.272e-05,2.217e-05,2.48e-05,2163290.0
2017-11-30 07:00:00,2.48e-05,3.381e-05,2.333e-05,2.796e-05,2080815.0
2017-12-01 07:00:00,2.796e-05,2.893e-05,2.354e-05,2.542e-05,752811.0
2017-12-02 07:00:00,2.51e-05,2.549e-05,2.151e-05,2.514e-05,810749.0
2017-12-03 07:00:00,2.448e-05,2.47e-05,2.039e-05,2.194e-05,694575.0
2017-12-04 07:00:00,2.18e-05,2.298e-05,2e-05,2.1e-05,748460.0
2017-12-05 07:00:00,2.1e-05,2.192e-05,1.845e-05,1.893e-05,1179779.0
2017-12-06 07:00:00,1.948e-05,1.984e-05,1.502e-05,1.508e-05,1322893.0
2017-12-07 07:00:00,1.508e-05,1.528e-05,1.09e-05,1.09e-05,995734.0
2017-12-08 07:00:00,1.076e-05,1.472e-05,9.6e-06,1.207e-05,1227723.0
2017-12-09 07:00:00,1.207e-05,1.446e-05,1.206e-05,1.314e-05,1030907.0
2017-12-10 07:00:00,1.314e-05,1.371e-05,9.79e-06,1.076e-05,563032.0
2017-12-11 07:00:00,1.055e-05,1.167e-05,9.82e-06,1.156e-05,491933.0
2017-12-12 07:00:00,1.156e-05,1.179e-05,8.36e-06,9.5e-06,1363990.0
2017-12-13 07:00:00,9.5e-06,1.053e-05,6.51e-06,9.21e-06,1621072.0
2017-12-14 07:00:00,9.22e-06,1.271e-05,9e-06,1.057e-05,2542526.0
2017-12-15 07:00:00,1.057e-05,1.101e-05,7.52e-06,9.47e-06,1746717.0
2017-12-16 07:00:00,9.61e-06,1.194e-05,9e-06,1.061e-05,2470332.0
2017-12-17 07:00:00,1.062e-05,2.426e-05,1.062e-05,1.39e-05,13421981.0
2017-12-18 07:00:00,1.399e-05,2.1e-05,1.311e-05,1.738e-05,5250099.0
2017-12-19 07:00:00,1.743e-05,2.311e-05,1.715e-05,1.882e-05,2949332.0
2017-12-20 07:00:00,1.889e-05,3.35e-05,1.799e-05,3.246e-05,6249961.0
2017-12-21 07:00:00,3.246e-05,4.053e-05,2.4e-05,2.799e-05,6727566.0
2017-12-22 07:00:00,2.799e-05,3.17e-05,1.8e-05,2.198e-05,3122964.0
2017-12-23 07:00:00,2.18e-05,2.9e-05,2.022e-05,2.45e-05,2964254.0
2017-12-24 07:00:00,2.439e-05,2.888e-05,2.114e-05,2.779e-05,2245259.0
2017-12-25 07:00:00,2.781e-05,3.48e-05,9e-06,2.506e-05,4264309.0
2017-12-26 07:00:00,2.5e-05,2.538e-05,1.945e-05,2.048e-05,1920658.0
2017-12-27 07:00:00,2.067e-05,2.589e-05,2.005e-05,2.292e-05,2243821.0
2017-12-28 07:00:00,2.292e-05,3.2e-05,2.067e-05,2.638e-05,6984416.0
2017-12-29 07:00:00,2.635e-05,3.48e-05,2.531e-05,3.113e-05,5575412.0
2017-12-30 07:00:00,3.075e-05,3.195e-05,2.5e-05,2.912e-05,4315770.0
2017-12-31 07:00:00,2.9e-05,3.559e-05,2.73e-05,3.299e-05,3895848.0
2018-01-01 07:00:00,3.285e-05,5.677e-05,3.15e-05,5.207e-05,17396124.0
2018-01-02 07:00:00,5.237e-05,5.544e-05,3.53e-05,4.336e-05,9912647.0
2018-01-03 07:00:00,4.336e-05,4.63e-05,3.724e-05,4.269e-05,4378802.0
2018-01-04 07:00:00,4.308e-05,5.826e-05,4.123e-05,5.2e-05,6436447.0
2018-01-05 07:00:00,5.185e-05,7.9e-05,4.501e-05,6.19e-05,15225385.0
2018-01-06 07:00:00,6.196e-05,0.0001462,5.966e-05,0.0001069,39053491.0
2018-01-07 07:00:00,0.00010755,0.00013,9.649e-05,0.00010657,12217481.0
2018-01-08 07:00:00,0.0001071,0.000114,8.396e-05,9.804e-05,6470591.0
2018-01-09 07:00:00,9.809e-05,0.0001489,9.406e-05,0.0001176,11154146.0
2018-01-10 07:00:00,0.00011758,0.00013386,0.00010053,0.00010536,4416448.0
2018-01-11 07:00:00,0.00010553,0.00011799,9.05e-05,9.562e-05,3815334.0
2018-01-12 07:00:00,9.562e-05,0.000132,9.2e-05,9.524e-05,4593985.0
2018-01-13 07:00:00,9.553e-05,9.996e-05,7.999e-05,8.638e-05,3613298.0
2018-01-14 07:00:00,8.421e-05,9.5e-05,7.5e-05,7.73e-05,2954940.0
2018-01-15 07:00:00,7.684e-05,7.703e-05,6.2e-05,6.443e-05,3498220.0
2018-01-16 07:00:00,6.442e-05,8.256e-05,4.321e-05,5.797e-05,7260836.0
2018-01-17 07:00:00,5.794e-05,7.1e-05,5.503e-05,6.79e-05,4081170.0
2018-01-18 07:00:00,6.798e-05,7.573e-05,6.399e-05,6.83e-05,2595057.0
2018-01-19 07:00:00,6.801e-05,0.00011051,6.34e-05,8.9e-05,9153949.0
2018-01-20 07:00:00,8.858e-05,0.00010906,8.142e-05,9.358e-05,14748690.0
2018-01-21 07:00:00,9.358e-05,9.39e-05,7.869e-05,8.278e-05,3684820.0
2018-01-22 07:00:00,8.225e-05,9.488e-05,7.553e-05,8.059e-05,2391614.0
2018-01-23 07:00:00,8.077e-05,8.569e-05,7.507e-05,8.017e-05,2229977.0
2018-01-24 07:00:00,8.017e-05,8.5e-05,7.639e-05,7.887e-05,1744265.0
2018-01-25 07:00:00,7.84e-05,8.548e-05,7.52e-05,8.203e-05,1943874.0
2018-01-26 07:00:00,8.191e-05,8.464e-05,7.811e-05,8.12e-05,1536012.0
2018-01-27 07:00:00,8.12e-05,9.25e-05,7.869e-05,9.17e-05,2766520.0
2018-01-28 07:00:00,9.17e-05,9.2e-05,8.306e-05,8.35e-05,3404171.0
2018-01-29 07:00:00,8.35e-05,8.394e-05,7.8e-05,8.05e-05,1568190.0
2018-01-30 07:00:00,8.093e-05,8.093e-05,7.2e-05,7.361e-05,1381416.0
2018-01-31 07:00:00,7.358e-05,7.98e-05,7.001e-05,7.405e-05,1201674.0
2018-02-01 07:00:00,7.417e-05,7.75e-05,5.195e-05,6.602e-05,1586698.0
2018-02-02 07:00:00,6.602e-05,7.3e-05,2.5e-05,6.323e-05,2373234.0
2018-02-03 07:00:00,6.287e-05,8.671e-05,6.27e-05,7.258e-05,11479018.0
2018-02-04 07:00:00,7.258e-05,7.291e-05,6.65e-05,6.835e-05,2576972.0
2018-02-05 07:00:00,6.828e-05,6.839e-05,5.4e-05,6.007e-05,1695660.0
2018-02-06 07:00:00,6.005e-05,6.269e-05,5.105e-05,6.249e-05,2284634.0
2018-02-07 07:00:00,6.248e-05,6.4e-05,5.622e-05,5.711e-05,1897034.0
2018-02-08 07:00:00,5.74e-05,5.864e-05,5.712e-05,5.864e-05,13346.0
2018-02-09 07:00:00,5.83e-05,6.27e-05,5.83e-05,6.114e-05,918015.0
2018-02-10 07:00:00,6.107e-05,6.199e-05,5.5e-05,5.553e-05,1311538.0
2018-02-11 07:00:00,5.552e-05,5.738e-05,5.237e-05,5.44e-05,942744.0
2018-02-12 07:00:00,5.44e-05,5.7e-05,5.369e-05,5.499e-05,862792.0
2018-02-13 07:00:00,5.463e-05,6.4e-05,5.316e-05,5.872e-05,5332144.0
2018-02-14 07:00:00,5.871e-05,5.903e-05,5.326e-05,5.489e-05,1691376.0
2018-02-15 07:00:00,5.515e-05,5.6e-05,4.821e-05,5.207e-05,1657281.0
2018-02-16 07:00:00,5.207e-05,6.29e-05,5.172e-05,5.745e-05,4117711.0
2018-02-17 07:00:00,5.739e-05,6.524e-05,5.43e-05,6.05e-05,5142632.0
2018-02-18 07:00:00,6.04e-05,9.07e-05,5.606e-05,7.425e-05,39498603.0
2018-02-19 07:00:00,7.434e-05,9.969e-05,7.18e-05,8.156e-05,59779267.0
2018-02-20 07:00:00,8.161e-05,8.3e-05,6.524e-05,6.567e-05,14874069.0
2018-02-21 07:00:00,6.567e-05,6.875e-05,6.341e-05,6.493e-05,4091871.0
2018-02-22 07:00:00,6.493e-05,9.736e-05,6.403e-05,8.678e-05,31093549.0
2018-02-23 07:00:00,8.677e-05,8.92e-05,6.7e-05,7.362e-05,27263126.0
2018-02-24 07:00:00,7.363e-05,8.499e-05,7.13e-05,8.076e-05,14974227.0
2018-02-25 07:00:00,8.076e-05,0.00012429,7.99e-05,0.000109,52047136.0
2018-02-26 07:00:00,0.00010892,0.000141,0.00010886,0.00012905,44380106.0
