,open,high,low,close,volume
2017-08-27 07:00:00,0.0021,0.0041,0.0012,0.0031,3816951.94
2017-08-28 07:00:00,0.0032,0.003587,0.00237,0.002594,1209750.28
2017-08-29 07:00:00,0.00275,0.002762,0.00177,0.00238,1950301.25
2017-08-30 07:00:00,0.00248,0.002646,0.00125,0.00159,1217364.78
2017-08-31 07:00:00,0.0016,0.00182,0.0012,0.0016,1567211.79
2017-09-01 07:00:00,0.0016,0.00468,0.001367,0.00393,3128093.1
2017-09-02 07:00:00,0.003929,0.0056,0.002901,0.005241,1468922.81
2017-09-03 07:00:00,0.005241,0.0088,0.004902,0.00841,2253836.64
2017-09-04 07:00:00,0.00841,0.0085,0.00288,0.0061,1809400.41
2017-09-05 07:00:00,0.0061,0.0061,0.00161,0.00375,3328605.35
2017-09-06 07:00:00,0.003704,0.0045,0.002756,0.003001,1132480.27
2017-09-07 07:00:00,0.003002,0.0048,0.00295,0.00478,568057.85
2017-09-08 07:00:00,0.004767,0.006149,0.003701,0.004101,1337472.22
2017-09-09 07:00:00,0.004277,0.005455,0.003914,0.005259,428508.18
2017-09-10 07:00:00,0.005316,0.005999,0.00459,0.00531,614337.74
2017-09-11 07:00:00,0.00531,0.007449,0.005301,0.00715,625225.39
2017-09-12 07:00:00,0.00715,0.008405,0.004795,0.00621,1165716.41
2017-09-13 07:00:00,0.006296,0.00727,0.00573,0.006852,235175.18
2017-09-14 07:00:00,0.006901,0.00785,0.00659,0.007138,408797.22
2017-09-15 07:00:00,0.007138,0.007199,0.005205,0.00667,315368.9
2017-09-16 07:00:00,0.006778,0.007299,0.00626,0.00678,164864.54
2017-09-17 07:00:00,0.00678,0.00683,0.0063,0.006502,80909.49
2017-09-18 07:00:00,0.0065,0.0067,0.006,0.006063,178164.69
2017-09-19 07:00:00,0.006063,0.00618,0.0049,0.005387,321704.85
2017-09-20 07:00:00,0.0053,0.005892,0.004034,0.004519,315201.08
2017-09-21 07:00:00,0.004519,0.00509,0.004278,0.0049,330047.6
2017-09-22 07:00:00,0.004901,0.005739,0.004705,0.005739,329835.52
2017-09-23 07:00:00,0.005739,0.006699,0.005547,0.006197,309608.66
2017-09-24 07:00:00,0.0061,0.006666,0.005614,0.0064,273670.14
2017-09-25 07:00:00,0.006354,0.007948,0.0063,0.00745,302923.48
