,open,high,low,close,volume
2017-09-12 07:00:00,0.003,0.00335,0.0027,0.002827,146493.53
2017-09-13 07:00:00,0.002827,0.002828,0.002505,0.002736,170752.39
2017-09-14 07:00:00,0.002742,0.002844,0.00235,0.002522,141042.15
2017-09-15 07:00:00,0.002599,0.002818,0.002276,0.002721,130264.08
2017-09-16 07:00:00,0.002721,0.002819,0.0026,0.002691,103568.27
2017-09-17 07:00:00,0.002691,0.00279,0.002558,0.002699,99781.5
2017-09-18 07:00:00,0.002699,0.0028,0.002673,0.002691,93279.78
2017-09-19 07:00:00,0.002691,0.002728,0.002461,0.002523,97323.1
2017-09-20 07:00:00,0.002546,0.002555,0.0023,0.002349,49088.22
2017-09-21 07:00:00,0.002349,0.002461,0.002122,0.002254,64830.37
2017-09-22 07:00:00,0.002254,0.002415,0.00221,0.002388,101301.7
2017-09-23 07:00:00,0.002378,0.002468,0.002281,0.002376,99084.07
2017-09-24 07:00:00,0.002377,0.002428,0.002251,0.002347,100033.02
2017-09-25 07:00:00,0.002359,0.002635,0.002324,0.002544,167545.66
2017-09-26 07:00:00,0.002543,0.002595,0.002464,0.002502,179640.8
2017-09-27 07:00:00,0.002502,0.00262,0.002407,0.002471,191272.45
2017-09-28 07:00:00,0.002458,0.002759,0.0024,0.002516,257098.31
2017-09-29 07:00:00,0.002515,0.0026,0.002241,0.002329,222791.94
2017-09-30 07:00:00,0.002328,0.002398,0.002204,0.002321,116566.14
2017-10-01 07:00:00,0.002321,0.002321,0.002111,0.002217,55450.45
2017-10-02 07:00:00,0.002224,0.002297,0.001985,0.00208,107643.4
2017-10-03 07:00:00,0.00208,0.002237,0.001931,0.002136,125720.34
2017-10-04 07:00:00,0.002134,0.002173,0.002004,0.002046,190505.89
2017-10-05 07:00:00,0.002047,0.002097,0.001942,0.002036,191860.74
2017-10-06 07:00:00,0.002036,0.00205,0.001935,0.001979,197989.31
2017-10-07 07:00:00,0.001972,0.001992,0.00187,0.001918,207761.7
2017-10-08 07:00:00,0.00192,0.001927,0.001649,0.001661,244971.22
2017-10-09 07:00:00,0.001665,0.001794,0.001441,0.001599,234914.82
2017-10-10 07:00:00,0.001571,0.00176,0.00147,0.001717,229654.82
2017-10-11 07:00:00,0.001717,0.0021,0.001707,0.001934,316567.14
2017-10-12 07:00:00,0.001918,0.00197,0.001509,0.001509,212772.12
2017-10-13 07:00:00,0.001509,0.001579,0.001371,0.001476,293054.49
2017-10-14 07:00:00,0.001476,0.001489,0.00136,0.001376,370882.18
2017-10-15 07:00:00,0.001366,0.0015,0.001315,0.001394,373864.24
2017-10-16 07:00:00,0.001394,0.0016,0.001226,0.001371,363234.94
2017-10-17 07:00:00,0.001371,0.001481,0.001355,0.001425,383358.55
2017-10-18 07:00:00,0.001425,0.00156,0.001399,0.001399,362848.46
2017-10-19 07:00:00,0.001399,0.001463,0.001349,0.001367,400562.4
2017-10-20 07:00:00,0.001367,0.001398,0.001189,0.00122,410901.44
2017-10-21 07:00:00,0.00122,0.0013,0.001126,0.001232,423409.35
2017-10-22 07:00:00,0.001231,0.001334,0.001225,0.001288,356180.67
2017-10-23 07:00:00,0.001289,0.001326,0.0012,0.001298,333608.44
2017-10-24 07:00:00,0.0013,0.001599,0.001282,0.001479,456896.95
2017-10-25 07:00:00,0.001479,0.001494,0.001312,0.001326,347325.56
2017-10-26 07:00:00,0.001327,0.00137,0.001245,0.0013,415161.14
2017-10-27 07:00:00,0.001296,0.0014,0.00124,0.001296,463394.03
2017-10-28 07:00:00,0.001295,0.001304,0.00124,0.001246,397326.51
2017-10-29 07:00:00,0.001246,0.001282,0.00115,0.001178,408049.56
2017-10-30 07:00:00,0.001182,0.001212,0.001151,0.001176,356478.85
2017-10-31 07:00:00,0.001178,0.001199,0.001051,0.001054,365569.6
2017-11-01 07:00:00,0.00105,0.001088,0.000842,0.000899,434778.44
2017-11-02 07:00:00,0.000899,0.000977,0.000798,0.000889,638914.37
2017-11-03 07:00:00,0.000889,0.000967,0.00083,0.000934,465244.7
2017-11-04 07:00:00,0.000934,0.000986,0.00085,0.000874,427761.95
2017-11-05 07:00:00,0.000872,0.000922,0.000815,0.000851,389585.81
2017-11-06 07:00:00,0.000851,0.000967,0.00084,0.00093,444337.04
2017-11-07 07:00:00,0.00093,0.00094,0.000881,0.000893,389322.13
2017-11-08 07:00:00,0.000893,0.001227,0.000863,0.001037,608982.42
2017-11-09 07:00:00,0.001037,0.001184,0.001026,0.001132,486920.0
